user_id,payment_reuse_count,ip_reuse_count,ip_subnet_reuse_count,device_reuse_count,device_signups_last_hour,payment_signups_last_24h,device_signups_last_24h,subnet_signups_last_24h,name_similarity_score,is_disposable_email_domain,is_free_email_domain,email_local_has_digits,email_local_has_plus_tag,payment_ip_country_mismatch,payment_ip_country_mismatch.1,graph_component_size,attrs_reused_count,signup_hour,signup_hour.1,is_odd_hour,area_freq,device_os_freq,is_repeat_user
u_5712,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,1,1,14,14,0,0.0712589073634204,0.1994169725761174,0
u_2737,0,0,0,0,0,0,0,0,0.824,0,1,0,0,0,0,1,0,14,14,0,0.0712589073634204,0.1994169725761174,0
u_309,0,0,0,0,0,0,0,0,0.7,0,1,1,0,0,0,1,0,13,13,0,0.0730943640682358,0.1976894839127618,0
u_269,0,0,0,0,0,0,0,0,0.762,0,1,1,0,0,0,1,0,19,19,0,0.0681278341610883,0.201576333405312,0
u_1983,0,0,0,0,0,0,0,0,0.7,0,1,1,0,0,0,1,0,3,3,1,0.0755776290218095,0.2020082055711509,0
u_2727,0,0,0,0,0,0,0,0,0.762,0,1,0,0,0,0,1,0,19,19,0,0.0750377888145109,0.201576333405312,0
u_9014,3,1,3,2,0,3,2,3,1.0,0,0,1,1,0,0,4,4,19,19,0,0.0723385877780177,0.1993090045346577,1
u_7560,0,0,0,0,0,0,0,0,0.727,0,0,0,0,0,0,1,0,20,20,0,0.0723385877780177,0.201576333405312,1
u_1533,0,0,0,0,0,0,0,0,0.75,0,1,0,0,0,0,1,0,13,13,0,0.0681278341610883,0.1993090045346577,0
u_7325,3,0,3,0,0,3,0,3,0.857,0,1,0,0,0,0,4,3,6,6,0,0.0709350032390412,0.1976894839127618,1
u_2982,0,0,0,0,0,0,0,0,0.7,0,1,1,0,0,0,1,0,19,19,0,0.0750377888145109,0.2020082055711509,0
u_6131,0,0,0,0,0,0,0,0,0.706,0,1,0,0,0,0,1,0,17,17,0,0.0643489527099978,0.201576333405312,0
u_7226,1,1,2,1,0,1,1,2,0.947,0,1,1,0,0,0,5,4,18,18,0,0.0712589073634204,0.201576333405312,1
u_6241,0,0,0,0,0,0,0,0,0.75,0,1,0,0,0,0,1,0,16,16,0,0.071798747570719,0.201576333405312,0
u_782,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,1,0,11,11,0,0.0684517382854675,0.1993090045346577,0
u_2678,0,0,0,0,0,0,0,0,0.759,0,1,1,0,1,1,1,0,7,7,0,0.0709350032390412,0.1994169725761174,0
u_5998,0,0,0,0,0,0,0,0,1.0,0,1,0,0,0,0,1,1,22,22,0,0.0730943640682358,0.201576333405312,0
u_8384,1,0,3,2,0,1,2,3,1.0,0,0,1,1,0,0,6,4,23,23,0,0.0739581083999136,0.201576333405312,1
u_4901,0,0,0,0,0,0,0,0,0.75,0,1,0,0,0,0,1,0,13,13,0,0.0681278341610883,0.2020082055711509,0
u_3765,0,0,0,0,0,0,0,0,0.75,0,1,0,0,0,0,1,0,5,5,1,0.0723385877780177,0.2020082055711509,0
u_7186,0,0,1,0,0,0,0,1,0.625,0,0,1,1,0,0,3,1,12,12,0,0.0736342042755344,0.1976894839127618,1
u_17,0,0,0,0,0,0,0,0,0.762,0,0,0,0,0,0,1,0,10,10,0,0.0739581083999136,0.1994169725761174,0
u_3231,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,1,0,20,20,0,0.0674800259123299,0.1976894839127618,0
u_1321,0,0,0,0,0,0,0,0,0.762,0,1,0,0,0,0,1,0,17,17,0,0.0739581083999136,0.1994169725761174,0
u_7048,0,0,0,0,0,0,0,0,0.737,0,1,1,1,0,0,1,0,4,4,1,0.0712589073634204,0.1994169725761174,1
u_6849,0,1,2,1,1,0,1,2,1.0,1,0,0,0,0,0,4,3,2,2,1,0.0681278341610883,0.1993090045346577,1
u_4857,0,0,0,0,0,0,0,0,0.87,0,1,1,0,0,0,1,1,18,18,0,0.0643489527099978,0.1976894839127618,0
u_8422,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,1,0,2,2,1,0.0739581083999136,0.1994169725761174,1
u_5575,0,0,0,0,0,0,0,0,0.8,0,1,1,0,0,0,1,0,2,2,1,0.0730943640682358,0.1993090045346577,0
u_8031,0,0,0,0,0,0,0,0,0.778,1,0,1,1,0,0,1,0,21,21,0,0.0730943640682358,0.2020082055711509,1
u_1613,0,0,0,0,0,0,0,0,1.0,0,1,0,0,0,0,1,1,5,5,1,0.0739581083999136,0.1976894839127618,0
u_6791,3,0,4,0,0,3,0,4,1.0,0,1,1,1,0,0,5,3,5,5,1,0.0723385877780177,0.1976894839127618,1
u_7081,0,0,0,0,0,0,0,0,0.875,1,0,0,0,0,0,1,1,23,23,0,0.0736342042755344,0.1993090045346577,1
u_3471,0,0,0,0,0,0,0,0,1.0,0,1,1,0,0,0,1,1,17,17,0,0.0674800259123299,0.2020082055711509,0
u_775,0,0,0,0,0,0,0,0,0.727,0,0,0,0,0,0,1,0,14,14,0,0.0736342042755344,0.1976894839127618,0
u_5624,0,0,0,0,0,0,0,0,0.8,0,1,1,0,0,0,1,0,17,17,0,0.0643489527099978,0.201576333405312,0
u_4428,0,0,0,0,0,0,0,0,0.818,0,1,0,0,0,0,1,0,13,13,0,0.0739581083999136,0.1976894839127618,0
u_3271,0,0,0,0,0,0,0,0,0.7,0,1,0,0,0,0,1,0,18,18,0,0.0709350032390412,0.1993090045346577,0
u_4936,0,0,0,0,0,0,0,0,0.8,0,1,0,0,0,0,1,0,0,0,1,0.0643489527099978,0.2020082055711509,0
u_6700,1,1,1,0,0,1,0,1,0.8,0,1,1,1,0,0,3,2,15,15,0,0.0674800259123299,0.1993090045346577,1
u_5074,0,0,0,0,0,0,0,0,0.762,0,1,1,0,0,0,1,0,2,2,1,0.0674800259123299,0.1994169725761174,0
u_3560,0,0,0,0,0,0,0,0,0.8,0,1,1,0,0,0,1,0,5,5,1,0.0739581083999136,0.1994169725761174,0
u_1540,0,0,0,0,0,0,0,0,0.667,0,1,1,0,0,0,1,0,16,16,0,0.0723385877780177,0.1976894839127618,0
u_4657,0,0,0,0,0,0,0,0,0.696,0,1,0,0,0,0,1,0,17,17,0,0.0684517382854675,0.1993090045346577,0
u_2795,0,0,0,0,0,0,0,0,0.769,0,1,0,0,0,0,1,0,9,9,0,0.0712589073634204,0.2020082055711509,0
u_5872,0,0,0,0,0,0,0,0,0.769,0,0,1,0,0,0,1,0,18,18,0,0.0739581083999136,0.1994169725761174,0
u_726,0,0,0,0,0,0,0,0,0.783,0,0,0,0,0,0,1,0,19,19,0,0.0739581083999136,0.201576333405312,0
u_8996,0,0,0,0,0,0,0,0,0.833,0,1,0,0,0,0,1,0,5,5,1,0.0730943640682358,0.1976894839127618,1
u_7691,0,2,5,0,0,0,0,5,0.957,0,1,0,0,0,0,5,2,3,3,1,0.071798747570719,0.1993090045346577,1
u_1093,0,0,0,0,0,0,0,0,0.842,0,0,0,0,0,0,1,0,10,10,0,0.0750377888145109,0.1994169725761174,0
u_301,0,0,0,0,0,0,0,0,0.786,0,1,0,0,0,0,1,0,14,14,0,0.0750377888145109,0.1976894839127618,0
u_3211,0,0,0,0,0,0,0,0,0.714,0,1,1,0,0,0,1,0,14,14,0,0.0739581083999136,0.1993090045346577,0
u_5616,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,1,0,16,16,0,0.071798747570719,0.201576333405312,0
u_6893,0,0,0,0,0,0,0,0,0.696,1,0,1,1,0,0,1,0,15,15,0,0.0736342042755344,0.201576333405312,1
u_4369,0,0,0,0,0,0,0,0,0.783,0,0,0,0,0,0,1,0,19,19,0,0.0750377888145109,0.1993090045346577,0
u_1477,0,0,0,0,0,0,0,0,0.842,0,1,0,0,0,0,1,0,13,13,0,0.0709350032390412,0.1994169725761174,0
u_5732,0,0,0,0,0,0,0,0,0.759,0,1,1,0,0,0,1,0,8,8,0,0.0739581083999136,0.1994169725761174,0
u_4610,0,0,0,0,0,0,0,0,0.824,0,1,1,0,0,0,1,0,8,8,0,0.0643489527099978,0.1993090045346577,0
u_8256,0,0,0,0,0,0,0,0,0.8,1,0,1,1,1,1,1,0,0,0,1,0.0723385877780177,0.2020082055711509,1
u_5066,0,0,0,0,0,0,0,0,0.783,0,0,0,0,0,0,1,0,10,10,0,0.0755776290218095,0.1976894839127618,0
u_1904,0,0,0,0,0,0,0,0,0.75,0,1,0,0,0,0,1,0,16,16,0,0.0684517382854675,0.201576333405312,0
u_6807,4,2,5,0,0,4,0,5,1.0,1,0,1,1,0,0,6,3,0,0,1,0.0750377888145109,0.1993090045346577,1
u_2915,0,0,0,0,0,0,0,0,0.75,0,1,0,0,0,0,1,0,23,23,0,0.0684517382854675,0.1994169725761174,0
u_5231,0,0,0,0,0,0,0,0,0.952,0,1,0,0,1,1,1,1,4,4,1,0.0674800259123299,0.1993090045346577,0
u_61,0,0,0,0,0,0,0,0,0.692,0,0,0,0,0,0,1,0,11,11,0,0.0712589073634204,0.2020082055711509,0
u_7024,2,1,2,0,0,2,0,2,0.737,1,0,1,1,0,0,4,2,16,16,0,0.0739581083999136,0.1976894839127618,1
u_1357,0,0,0,0,0,0,0,0,0.783,0,0,1,0,0,0,1,0,18,18,0,0.0750377888145109,0.201576333405312,0
u_6765,0,0,1,1,0,0,1,1,0.875,0,1,1,1,0,0,3,3,18,18,0,0.0736342042755344,0.1976894839127618,1
u_8109,0,0,0,0,0,0,0,0,0.842,0,1,1,1,0,0,1,0,1,1,1,0.0684517382854675,0.1976894839127618,1
u_3315,0,0,0,0,0,0,0,0,0.737,0,1,0,0,0,0,1,0,11,11,0,0.0755776290218095,0.1976894839127618,0
u_4850,0,0,0,0,0,0,0,0,0.833,0,1,0,0,0,0,1,0,22,22,0,0.0736342042755344,0.201576333405312,0
u_3009,0,0,0,0,0,0,0,0,0.842,0,0,0,0,0,0,1,0,20,20,0,0.0723385877780177,0.1994169725761174,0
u_2851,0,0,0,0,0,0,0,0,0.933,0,0,0,0,0,0,1,1,14,14,0,0.0736342042755344,0.1993090045346577,0
u_7812,3,0,3,2,0,3,2,3,1.0,0,1,1,0,0,0,4,4,17,17,0,0.0755776290218095,0.2020082055711509,1
u_357,0,0,0,0,0,0,0,0,0.769,0,1,0,0,0,0,1,0,9,9,0,0.0681278341610883,0.2020082055711509,0
u_989,0,0,0,0,0,0,0,0,0.815,0,0,0,0,0,0,1,0,2,2,1,0.0712589073634204,0.1994169725761174,0
u_6943,0,1,2,2,2,0,2,2,1.0,0,1,0,0,0,0,3,3,23,23,0,0.0643489527099978,0.1976894839127618,1
u_8824,2,0,2,1,0,2,1,2,1.0,1,0,1,1,0,0,4,4,21,21,0,0.0755776290218095,0.201576333405312,1
u_360,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,1,1,16,16,0,0.0739581083999136,0.201576333405312,0
u_6078,0,0,0,0,0,0,0,0,0.947,0,0,1,0,0,0,1,1,7,7,0,0.0684517382854675,0.2020082055711509,0
u_1420,0,0,0,0,0,0,0,0,0.769,0,0,0,0,0,0,1,0,8,8,0,0.0750377888145109,0.1976894839127618,0
u_1762,0,0,0,0,0,0,0,0,0.783,0,1,0,0,0,0,1,0,15,15,0,0.0739581083999136,0.1994169725761174,0
u_5366,0,0,0,0,0,0,0,0,0.7,0,1,0,0,1,1,1,0,22,22,0,0.0755776290218095,0.1976894839127618,0
u_5029,0,0,0,0,0,0,0,0,0.72,0,1,0,0,0,0,1,0,16,16,0,0.0739581083999136,0.2020082055711509,0
u_2555,0,0,0,0,0,0,0,0,0.75,0,1,1,0,0,0,1,0,1,1,1,0.0755776290218095,0.1993090045346577,0
u_9185,1,0,1,0,0,1,0,1,0.824,0,1,1,1,0,0,3,2,21,21,0,0.0681278341610883,0.1976894839127618,1
u_8631,0,0,2,1,0,0,1,2,1.0,1,0,1,1,0,0,4,3,8,8,0,0.0736342042755344,0.2020082055711509,1
u_620,0,0,0,0,0,0,0,0,1.0,0,1,0,0,0,0,1,1,6,6,0,0.0709350032390412,0.201576333405312,0
u_975,0,0,0,0,0,0,0,0,0.692,0,0,0,0,0,0,1,0,0,0,1,0.071798747570719,0.1994169725761174,0
u_4872,0,0,0,0,0,0,0,0,0.737,0,0,0,0,0,0,1,0,0,0,1,0.0730943640682358,0.1994169725761174,0
u_6355,0,0,0,0,0,0,0,0,0.769,0,0,0,0,0,0,1,0,9,9,0,0.0736342042755344,0.1994169725761174,0
u_979,0,0,0,0,0,0,0,0,0.842,0,1,0,0,0,0,1,0,15,15,0,0.0739581083999136,0.1994169725761174,0
u_2182,0,0,0,0,0,0,0,0,0.75,0,1,0,0,0,0,1,0,6,6,0,0.0643489527099978,0.1976894839127618,0
u_7956,2,0,3,0,0,2,0,3,0.857,1,0,1,1,0,0,6,3,5,5,1,0.0723385877780177,0.1993090045346577,1
u_698,0,0,0,0,0,0,0,0,0.7,0,1,1,0,0,0,1,0,17,17,0,0.0736342042755344,0.2020082055711509,0
u_1812,0,0,0,0,0,0,0,0,0.952,0,0,1,0,0,0,1,1,18,18,0,0.0674800259123299,0.2020082055711509,0
u_1653,0,0,0,0,0,0,0,0,0.762,0,1,0,0,0,0,1,0,23,23,0,0.0681278341610883,0.2020082055711509,0
u_2124,0,0,0,0,0,0,0,0,0.762,0,0,0,0,0,0,1,0,3,3,1,0.0750377888145109,0.2020082055711509,0
u_8893,0,0,0,0,0,0,0,0,0.667,1,0,1,0,0,0,1,0,7,7,0,0.0684517382854675,0.1994169725761174,1
u_8850,0,0,0,0,0,0,0,0,0.833,0,1,0,0,0,0,1,0,1,1,1,0.0723385877780177,0.1993090045346577,1
u_2978,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,1,0,0,0,1,0.0643489527099978,0.2020082055711509,0
u_3551,0,0,0,0,0,0,0,0,0.783,0,1,1,0,0,0,1,0,2,2,1,0.0736342042755344,0.1976894839127618,0
u_3694,0,0,0,0,0,0,0,0,0.833,0,0,0,0,0,0,1,0,0,0,1,0.0709350032390412,0.201576333405312,0
u_2844,0,0,0,0,0,0,0,0,0.778,0,0,0,0,0,0,1,0,17,17,0,0.0684517382854675,0.1976894839127618,0
u_129,0,0,0,0,0,0,0,0,0.783,0,0,0,0,0,0,1,0,14,14,0,0.071798747570719,0.2020082055711509,0
u_7523,0,1,1,0,0,0,0,1,1.0,0,1,1,1,0,0,3,2,7,7,0,0.0709350032390412,0.1993090045346577,1
u_6561,0,0,0,0,0,0,0,0,0.625,0,0,1,0,0,0,1,0,18,18,0,0.071798747570719,0.2020082055711509,1
u_2789,0,0,0,0,0,0,0,0,1.0,0,1,1,0,0,0,1,1,9,9,0,0.0755776290218095,0.1993090045346577,0
u_6976,0,0,0,0,0,0,0,0,0.9,0,1,1,1,0,0,1,1,3,3,1,0.0712589073634204,0.1976894839127618,1
u_7981,2,0,2,1,0,2,1,2,1.0,0,1,1,1,0,0,4,4,23,23,0,0.0730943640682358,0.201576333405312,1
u_8719,0,1,5,3,0,0,3,5,1.0,0,1,1,0,0,0,7,3,6,6,0,0.0755776290218095,0.1993090045346577,1
u_2548,0,0,0,0,0,0,0,0,0.737,0,0,0,0,0,0,1,0,17,17,0,0.0755776290218095,0.1994169725761174,0
u_3261,0,0,0,0,0,0,0,0,0.7,0,1,1,0,0,0,1,0,15,15,0,0.0736342042755344,0.2020082055711509,0
u_3221,0,0,0,0,0,0,0,0,0.8,0,1,0,0,0,0,1,0,9,9,0,0.0674800259123299,0.1976894839127618,0
u_3860,0,0,0,0,0,0,0,0,0.778,0,0,0,0,0,0,1,0,4,4,1,0.0684517382854675,0.1994169725761174,0
u_2605,0,0,0,0,0,0,0,0,0.842,0,0,0,0,0,0,1,0,4,4,1,0.0736342042755344,0.1976894839127618,0
u_1478,0,0,0,0,0,0,0,0,0.947,0,0,0,0,0,0,1,1,14,14,0,0.0730943640682358,0.2020082055711509,0
u_2088,0,0,0,0,0,0,0,0,0.769,0,1,1,0,0,0,1,0,5,5,1,0.0709350032390412,0.1993090045346577,0
u_7255,0,0,0,0,0,0,0,0,0.759,1,0,1,0,0,0,1,0,17,17,0,0.0643489527099978,0.1993090045346577,1
u_3177,0,0,0,0,0,0,0,0,0.762,0,1,0,0,0,0,1,0,23,23,0,0.0709350032390412,0.1994169725761174,0
u_5161,0,0,0,0,0,0,0,0,0.778,0,0,0,0,0,0,1,0,2,2,1,0.0730943640682358,0.1994169725761174,0
u_630,0,0,0,0,0,0,0,0,0.762,0,0,0,0,0,0,1,0,14,14,0,0.0723385877780177,0.2020082055711509,0
u_7716,1,0,2,1,0,1,1,2,1.0,1,0,1,1,0,0,5,4,16,16,0,0.0739581083999136,0.2020082055711509,1
u_6697,1,1,3,3,0,1,3,3,0.963,1,0,1,1,0,0,5,4,3,3,1,0.0755776290218095,0.1993090045346577,1
u_8528,2,0,2,2,0,2,2,2,1.0,0,1,1,0,0,0,3,4,10,10,0,0.0755776290218095,0.1994169725761174,1
u_7595,4,3,4,3,1,4,3,4,1.0,0,0,1,0,1,1,4,4,20,20,0,0.0739581083999136,0.2020082055711509,1
u_3634,0,0,0,0,0,0,0,0,0.75,0,1,0,0,0,0,1,0,12,12,0,0.0709350032390412,0.1993090045346577,0
u_7028,2,0,2,1,0,2,1,2,0.857,1,0,1,1,0,0,4,4,2,2,1,0.0755776290218095,0.1994169725761174,1
u_2601,0,0,0,0,0,0,0,0,1.0,0,1,0,0,0,0,1,1,13,13,0,0.0739581083999136,0.201576333405312,0
u_9152,0,0,4,0,0,0,0,4,0.667,0,0,1,1,0,0,4,1,1,1,1,0.0739581083999136,0.2020082055711509,1
u_5068,0,0,0,0,0,0,0,0,0.762,0,0,1,0,0,0,1,0,4,4,1,0.0730943640682358,0.1993090045346577,0
u_6271,0,0,0,0,0,0,0,0,0.706,0,0,0,0,0,0,1,0,16,16,0,0.071798747570719,0.1993090045346577,0
u_3304,0,0,0,0,0,0,0,0,0.75,0,1,0,0,0,0,1,0,22,22,0,0.0712589073634204,0.1993090045346577,0
u_3123,0,0,0,0,0,0,0,0,0.818,0,0,1,0,0,0,1,0,13,13,0,0.0755776290218095,0.1993090045346577,0
u_4094,0,0,0,0,0,0,0,0,0.75,0,0,1,0,0,0,1,0,21,21,0,0.0750377888145109,0.1994169725761174,0
u_1674,0,0,0,0,0,0,0,0,0.833,0,0,0,0,1,1,1,0,8,8,0,0.0730943640682358,0.1976894839127618,0
u_4934,0,0,0,0,0,0,0,0,0.824,0,1,0,0,0,0,1,0,19,19,0,0.0723385877780177,0.201576333405312,0
u_6066,0,0,0,0,0,0,0,0,0.7,0,1,1,0,0,0,1,0,18,18,0,0.0712589073634204,0.1994169725761174,0
u_627,0,0,0,0,0,0,0,0,0.727,0,1,0,0,0,0,1,0,8,8,0,0.071798747570719,0.2020082055711509,0
u_526,0,0,0,0,0,0,0,0,0.762,0,1,1,0,0,0,1,0,16,16,0,0.0684517382854675,0.1993090045346577,0
u_1509,0,0,0,0,0,0,0,0,0.706,0,1,0,0,0,0,1,0,5,5,1,0.0755776290218095,0.201576333405312,0
u_2975,0,0,0,0,0,0,0,0,0.727,0,1,0,0,0,0,1,0,9,9,0,0.0709350032390412,0.1976894839127618,0
u_5356,0,0,0,0,0,0,0,0,0.75,0,1,0,0,0,0,1,0,4,4,1,0.0730943640682358,0.1994169725761174,0
u_2997,0,0,0,0,0,0,0,0,1.0,0,0,1,0,0,0,1,1,21,21,0,0.0723385877780177,0.2020082055711509,0
u_2333,0,0,0,0,0,0,0,0,0.762,0,0,0,0,0,0,1,0,18,18,0,0.0681278341610883,0.1993090045346577,0
u_2139,0,0,0,0,0,0,0,0,0.769,0,1,0,0,0,0,1,0,2,2,1,0.0736342042755344,0.2020082055711509,0
u_4882,0,0,0,0,0,0,0,0,0.818,0,0,0,0,0,0,1,0,0,0,1,0.0739581083999136,0.1993090045346577,0
u_1946,0,0,0,0,0,0,0,0,0.75,0,1,0,0,0,0,1,0,9,9,0,0.0755776290218095,0.1994169725761174,0
u_5381,0,0,0,0,0,0,0,0,0.8,0,0,1,0,0,0,1,0,5,5,1,0.0736342042755344,0.1994169725761174,0
u_4720,0,0,0,0,0,0,0,0,0.7,0,1,0,0,0,0,1,0,4,4,1,0.0755776290218095,0.1994169725761174,0
u_588,0,0,0,0,0,0,0,0,0.667,0,0,0,0,0,0,1,0,15,15,0,0.0739581083999136,0.1993090045346577,0
u_8212,0,0,2,0,0,0,0,2,1.0,0,1,0,0,0,0,5,2,2,2,1,0.0755776290218095,0.2020082055711509,1
u_6670,1,1,3,0,0,1,0,3,1.0,1,0,1,0,0,0,5,3,11,11,0,0.0723385877780177,0.1976894839127618,1
u_6114,0,0,0,0,0,0,0,0,0.9,0,1,0,0,0,0,1,1,4,4,1,0.0712589073634204,0.1994169725761174,0
u_3459,0,0,0,0,0,0,0,0,0.857,0,1,0,0,0,0,1,1,2,2,1,0.0739581083999136,0.201576333405312,0
u_179,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,1,1,7,7,0,0.0709350032390412,0.1993090045346577,0
u_3979,0,0,0,0,0,0,0,0,1.0,0,1,0,0,0,0,1,1,19,19,0,0.0684517382854675,0.1993090045346577,0
u_1230,0,0,0,0,0,0,0,0,0.778,0,0,0,0,0,0,1,0,20,20,0,0.071798747570719,0.2020082055711509,0
u_9190,0,0,0,0,0,0,0,0,0.857,1,0,0,0,0,0,1,1,11,11,0,0.0739581083999136,0.1994169725761174,1
u_8604,0,0,3,3,1,0,3,3,0.875,0,1,1,0,0,0,4,3,22,22,0,0.0674800259123299,0.1994169725761174,1
u_5877,0,0,0,0,0,0,0,0,0.857,0,0,0,0,0,0,1,1,20,20,0,0.0739581083999136,0.201576333405312,0
u_8988,1,0,1,0,0,1,0,1,0.833,1,0,1,0,0,0,3,2,5,5,1,0.0755776290218095,0.2020082055711509,1
u_947,0,0,0,0,0,0,0,0,0.8,0,1,0,0,0,0,1,0,13,13,0,0.0723385877780177,0.1976894839127618,0
u_5699,0,0,0,0,0,0,0,0,0.783,0,1,0,0,0,0,1,0,23,23,0,0.0739581083999136,0.1994169725761174,0
u_8812,0,0,1,1,0,0,1,1,0.957,1,0,1,1,0,0,3,3,14,14,0,0.0750377888145109,0.2020082055711509,1
u_3277,0,0,0,0,0,0,0,0,0.8,0,1,0,0,0,0,1,0,3,3,1,0.0736342042755344,0.201576333405312,0
u_7486,3,0,5,4,0,3,4,5,1.0,1,0,1,1,0,0,6,4,8,8,0,0.0750377888145109,0.1993090045346577,1
u_5404,0,0,0,0,0,0,0,0,0.783,0,1,0,0,0,0,1,0,19,19,0,0.0736342042755344,0.201576333405312,0
u_6026,0,0,0,0,0,0,0,0,0.8,0,1,0,0,0,0,1,0,5,5,1,0.0750377888145109,0.1993090045346577,0
u_5310,0,0,0,0,0,0,0,0,0.696,0,1,0,0,0,0,1,0,0,0,1,0.0723385877780177,0.1993090045346577,0
u_4745,0,0,0,0,0,0,0,0,0.632,0,0,0,0,0,0,1,0,11,11,0,0.0643489527099978,0.201576333405312,0
u_2943,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,1,0,22,22,0,0.0684517382854675,0.1993090045346577,0
u_637,0,0,0,0,0,0,0,0,0.828,0,0,1,0,0,0,1,0,12,12,0,0.0712589073634204,0.2020082055711509,0
u_8294,1,0,1,1,0,1,1,1,0.783,0,1,1,0,0,0,3,3,3,3,1,0.0643489527099978,0.2020082055711509,1
u_3944,0,0,0,0,0,0,0,0,0.815,0,0,0,0,0,0,1,0,21,21,0,0.0739581083999136,0.1976894839127618,0
u_3607,0,0,0,0,0,0,0,0,1.0,0,0,1,0,0,0,1,1,12,12,0,0.0755776290218095,0.1994169725761174,0
u_4368,0,0,0,0,0,0,0,0,0.815,0,1,0,0,0,0,1,0,20,20,0,0.0730943640682358,0.1994169725761174,0
u_3031,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,1,1,12,12,0,0.071798747570719,0.1994169725761174,0
u_1621,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,1,0,19,19,0,0.0674800259123299,0.1976894839127618,0
u_527,0,0,0,0,0,0,0,0,0.696,0,1,0,0,0,0,1,0,15,15,0,0.0755776290218095,0.1993090045346577,0
u_1429,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,1,1,23,23,0,0.0684517382854675,0.1976894839127618,0
u_3666,0,0,0,0,0,0,0,0,0.857,0,1,0,0,0,0,1,1,3,3,1,0.0723385877780177,0.1994169725761174,0
u_704,0,0,0,0,0,0,0,0,0.727,0,0,1,0,0,0,1,0,14,14,0,0.0712589073634204,0.1976894839127618,0
u_3501,0,0,0,0,0,0,0,0,1.0,0,1,1,0,0,0,1,1,4,4,1,0.0712589073634204,0.1993090045346577,0
u_2583,0,0,0,0,0,0,0,0,0.8,0,1,0,0,0,0,1,0,12,12,0,0.0681278341610883,0.1976894839127618,0
u_2027,0,0,0,0,0,0,0,0,0.75,0,1,0,0,1,1,1,0,13,13,0,0.0739581083999136,0.2020082055711509,0
u_6193,0,0,0,0,0,0,0,0,0.737,0,1,0,0,0,0,1,0,18,18,0,0.0643489527099978,0.201576333405312,0
u_425,0,0,0,0,0,0,0,0,0.667,0,0,0,0,0,0,1,0,6,6,0,0.0684517382854675,0.2020082055711509,0
u_2822,0,0,0,0,0,0,0,0,0.87,0,1,1,0,0,0,1,1,10,10,0,0.0736342042755344,0.201576333405312,0
