user_id,payment_reuse_count,ip_reuse_count,ip_subnet_reuse_count,device_reuse_count,device_signups_last_hour,payment_signups_last_24h,device_signups_last_24h,subnet_signups_last_24h,name_similarity_score,is_disposable_email_domain,is_free_email_domain,email_local_has_digits,email_local_has_plus_tag,payment_ip_country_mismatch,graph_component_size,attrs_reused_count,signup_hour,signup_hour,is_odd_hour,area_freq,device_os_freq,is_repeat_user
u_4326,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0,1,0,6,6,0,0.0733628223109289,0.19775596072931276,0
u_5909,0,0,0,0,0,0,0,0,0.519,0,1,0,0,0,1,0,6,6,0,0.07541266587549897,0.19775596072931276,0
u_4988,0,0,0,0,0,0,0,0,0.727,0,1,0,0,0,1,0,7,7,0,0.07077354622936671,0.20163987485165605,0
u_2322,0,0,0,0,0,0,0,0,0.75,0,1,0,0,0,1,0,8,8,0,0.07541266587549897,0.2013162153414608,0
u_2701,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,1,0,8,8,0,0.07541266587549897,0.19775596072931276,0
u_1996,0,0,0,0,0,0,0,0,0.476,0,1,1,0,0,1,0,9,9,0,0.07541266587549897,0.20347394540942929,0
u_1028,0,0,0,0,0,0,0,0,0.667,0,1,0,0,1,1,0,9,9,0,0.0733628223109289,0.20347394540942929,0
u_3777,0,0,0,0,0,0,0,0,0.583,0,1,0,0,0,1,0,10,10,0,0.06991045420217931,0.2013162153414608,0
u_269,0,0,0,0,0,0,0,0,0.667,0,0,1,0,0,1,0,11,11,0,0.07077354622936671,0.20347394540942929,0
u_8515,0,0,0,0,0,0,0,0,0.667,0,1,1,1,0,1,0,12,12,0,0.0724997302837415,0.19775596072931276,1
u_8516,0,0,1,0,0,0,0,1,0.952,1,0,1,0,0,3,2,12,12,0,0.0724997302837415,0.19775596072931276,1
u_5465,0,0,0,0,0,0,0,0,0.571,0,0,0,0,0,1,0,13,13,0,0.0733628223109289,0.20347394540942929,0
u_8519,1,0,2,0,0,1,0,2,0.778,0,1,1,1,0,5,2,14,14,0,0.06667385910022657,0.19775596072931276,1
u_2416,0,0,0,0,0,0,0,0,0.696,0,1,0,0,0,1,0,14,14,0,0.06991045420217931,0.2013162153414608,0
u_2924,0,0,0,0,0,0,0,0,0.609,0,1,1,0,1,1,0,14,14,0,0.07055777322256986,0.1958140036681411,0
u_5972,0,0,0,0,0,0,0,0,0.769,0,1,0,0,0,1,0,14,14,0,0.07390225482792102,0.2013162153414608,0
u_8517,0,0,3,0,0,0,0,3,1.0,0,0,1,0,0,6,2,14,14,0,0.0724997302837415,0.19775596072931276,1
u_8518,2,1,4,1,0,2,1,4,1.0,0,0,1,1,1,8,4,15,15,0,0.0724997302837415,0.19775596072931276,1
u_1133,0,0,0,0,0,0,0,0,0.571,0,1,0,0,0,1,0,15,15,0,0.0733628223109289,0.20347394540942929,0
u_3462,0,0,0,0,0,0,0,0,0.435,0,0,0,0,1,1,0,17,17,0,0.07044988671917143,0.19775596072931276,0
u_2021,0,0,0,0,0,0,0,0,0.741,0,1,0,0,0,1,0,17,17,0,0.06494767504585176,0.19775596072931276,0
u_3510,0,0,0,0,0,0,0,0,1.0,0,1,0,0,0,1,1,18,18,0,0.0724997302837415,0.2013162153414608,0
u_6116,0,0,0,0,0,0,0,0,0.667,0,1,0,0,0,1,0,19,19,0,0.07044988671917143,0.19775596072931276,0
u_3901,0,0,0,0,0,0,0,0,0.72,0,0,0,0,0,1,0,19,19,0,0.07044988671917143,0.20163987485165605,0
u_4362,0,0,0,0,0,0,0,0,0.545,0,1,0,0,0,1,0,20,20,0,0.06861581616139821,0.20347394540942929,0
u_299,0,0,0,0,0,0,0,0,0.353,0,0,1,0,0,1,0,21,21,0,0.06991045420217931,0.2013162153414608,0
u_6193,0,0,0,0,0,0,0,0,0.72,0,1,0,0,0,1,0,21,21,0,0.0733628223109289,0.2013162153414608,0
u_4858,0,0,0,0,0,0,0,0,0.667,0,1,0,0,0,1,0,21,21,0,0.0733628223109289,0.20347394540942929,0
u_1961,0,0,0,0,0,0,0,0,0.48,0,1,1,0,0,1,0,23,23,0,0.07411802783471788,0.20347394540942929,0
u_4698,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,1,1,23,23,0,0.07077354622936671,0.2013162153414608,0
u_6168,0,0,0,0,0,0,0,0,0.609,0,1,0,0,0,1,0,0,0,1,0.07411802783471788,0.2013162153414608,0
u_5132,0,0,0,0,0,0,0,0,0.72,0,1,0,0,0,1,0,1,1,1,0.07055777322256986,0.20347394540942929,0
u_4821,0,0,0,0,0,0,0,0,0.727,0,1,1,0,0,1,0,2,2,1,0.06861581616139821,0.20347394540942929,0
u_6510,0,0,0,0,0,0,0,0,0.5,1,0,1,1,0,1,0,2,2,1,0.07077354622936671,0.19775596072931276,1
u_3437,0,0,0,0,0,0,0,0,0.48,0,1,0,0,0,1,0,2,2,1,0.07411802783471788,0.19775596072931276,0
u_1283,0,0,0,0,0,0,0,0,0.727,0,1,0,0,0,1,0,2,2,1,0.07077354622936671,0.20163987485165605,0
u_907,0,0,0,0,0,0,0,0,0.667,0,1,0,0,0,1,0,3,3,1,0.0733628223109289,0.20347394540942929,0
u_3890,0,0,0,0,0,0,0,0,0.417,0,1,0,0,0,1,0,3,3,1,0.06861581616139821,0.2013162153414608,0
u_6511,0,0,1,1,0,0,1,1,0.933,0,1,1,0,0,3,3,3,3,1,0.0733628223109289,0.19775596072931276,1
u_3950,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,1,0,4,4,1,0.07541266587549897,0.20163987485165605,0
u_6139,0,0,0,0,0,0,0,0,0.667,0,1,0,0,0,1,0,4,4,1,0.07541266587549897,0.19775596072931276,0
u_3291,0,0,0,0,0,0,0,0,0.667,0,1,0,0,0,1,0,4,4,1,0.07411802783471788,0.20163987485165605,0
u_5630,0,0,0,0,0,0,0,0,0.727,0,1,0,0,0,1,0,6,6,0,0.06861581616139821,0.20347394540942929,0
u_5342,0,0,0,0,0,0,0,0,0.846,0,1,1,0,0,1,0,7,7,0,0.06991045420217931,0.2013162153414608,0
u_5,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,1,0,7,7,0,0.07077354622936671,0.2013162153414608,0
u_2265,0,0,0,0,0,0,0,0,0.696,0,1,1,0,0,1,0,8,8,0,0.07541266587549897,0.1958140036681411,0
u_3387,0,0,0,0,0,0,0,0,0.583,0,1,0,0,0,1,0,8,8,0,0.07055777322256986,0.2013162153414608,0
u_3784,0,0,0,0,0,0,0,0,0.706,0,1,0,0,0,1,0,8,8,0,0.0733628223109289,0.20163987485165605,0
u_1785,0,0,0,0,0,0,0,0,0.7,0,1,1,0,0,1,0,9,9,0,0.0724997302837415,0.20163987485165605,0
u_1311,0,0,0,0,0,0,0,0,0.636,0,1,0,0,0,1,0,9,9,0,0.07411802783471788,0.20347394540942929,0
u_5673,0,0,0,0,0,0,0,0,0.696,0,0,0,0,0,1,0,10,10,0,0.0724997302837415,0.20163987485165605,0
u_2868,0,0,0,0,0,0,0,0,0.696,0,0,1,0,0,1,0,11,11,0,0.0733628223109289,0.1958140036681411,0
u_2330,0,0,0,0,0,0,0,0,0.7,0,1,0,0,0,1,0,11,11,0,0.07541266587549897,0.20347394540942929,0
u_5014,0,0,0,0,0,0,0,0,0.435,0,1,0,0,0,1,0,12,12,0,0.06991045420217931,0.20347394540942929,0
u_3948,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,1,0,12,12,0,0.07541266587549897,0.20347394540942929,0
u_5270,0,0,0,0,0,0,0,0,0.692,0,1,0,0,0,1,0,12,12,0,0.0733628223109289,0.19775596072931276,0
u_58,0,0,0,0,0,0,0,0,0.455,0,1,1,0,0,1,0,12,12,0,0.07390225482792102,0.20347394540942929,0
u_89,0,0,0,0,0,0,0,0,0.692,0,1,0,0,0,1,0,12,12,0,0.0733628223109289,0.1958140036681411,0
u_2590,0,0,0,0,0,0,0,0,0.727,0,1,0,0,0,1,0,13,13,0,0.07411802783471788,0.19775596072931276,0
u_4105,0,0,0,0,0,0,0,0,0.692,0,0,0,0,0,1,0,13,13,0,0.07390225482792102,0.20347394540942929,0
u_4300,0,0,0,0,0,0,0,0,0.783,0,0,1,0,0,1,0,14,14,0,0.07390225482792102,0.20163987485165605,0
u_3029,0,0,0,0,0,0,0,0,0.737,0,1,0,0,0,1,0,15,15,0,0.07411802783471788,0.19775596072931276,0
u_6904,0,0,0,0,0,0,0,0,0.667,0,0,1,1,1,1,0,15,15,0,0.06991045420217931,0.20163987485165605,1
u_6907,1,1,1,1,1,1,1,1,1.0,0,1,1,1,0,3,4,15,15,0,0.06991045420217931,0.20163987485165605,1
u_6905,0,0,2,2,0,0,2,2,0.778,1,0,1,1,0,3,2,16,16,0,0.06991045420217931,0.20163987485165605,1
u_9133,0,0,0,0,0,0,0,0,0.421,0,1,1,1,1,1,0,16,16,0,0.07541266587549897,0.2013162153414608,1
u_7093,0,0,0,0,0,0,0,0,0.5,0,1,0,0,0,1,0,17,17,0,0.0733628223109289,0.20347394540942929,1
u_9134,1,0,1,1,0,1,1,1,0.947,1,0,0,0,0,3,4,17,17,0,0.07541266587549897,0.19775596072931276,1
u_6906,0,0,3,0,0,0,0,3,0.952,1,0,0,0,0,4,2,18,18,0,0.06991045420217931,0.20163987485165605,1
u_1202,0,0,0,0,0,0,0,0,0.632,0,1,0,0,0,1,0,18,18,0,0.06991045420217931,0.19775596072931276,0
u_7096,1,0,1,0,0,1,0,1,0.769,0,1,1,1,0,3,2,18,18,0,0.0733628223109289,0.20347394540942929,1
u_7094,2,0,2,1,1,2,1,2,1.0,0,1,1,0,1,4,4,18,18,0,0.0733628223109289,0.20347394540942929,1
u_1855,0,0,0,0,0,0,0,0,0.706,0,1,0,0,1,1,0,19,19,0,0.07390225482792102,0.2013162153414608,0
u_2986,0,0,0,0,0,0,0,0,0.815,0,0,0,0,0,1,0,19,19,0,0.07044988671917143,0.1958140036681411,0
u_769,0,0,0,0,0,0,0,0,0.737,0,1,0,0,0,1,0,19,19,0,0.0733628223109289,0.2013162153414608,0
u_6243,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,1,1,19,19,0,0.0733628223109289,0.20163987485165605,0
u_7095,3,0,3,0,0,3,0,3,1.0,0,1,0,0,0,4,3,20,20,0,0.0733628223109289,0.20347394540942929,1
u_4016,0,0,0,0,0,0,0,0,1.0,0,1,0,0,0,1,1,21,21,0,0.06494767504585176,0.2013162153414608,0
u_1980,0,0,0,0,0,0,0,0,0.625,0,0,0,0,1,1,0,21,21,0,0.07541266587549897,0.20347394540942929,0
u_974,0,0,0,0,0,0,0,0,0.7,0,1,0,0,0,1,0,21,21,0,0.07390225482792102,0.2013162153414608,0
u_6563,0,0,0,0,0,0,0,0,0.8,0,0,1,1,1,1,0,21,21,0,0.06861581616139821,0.20163987485165605,1
u_6564,0,0,1,0,0,0,0,1,0.96,0,1,1,1,1,3,2,22,22,0,0.0733628223109289,0.20163987485165605,1
u_6565,0,1,2,1,0,0,1,2,1.0,0,1,1,1,0,5,3,22,22,0,0.0733628223109289,0.20163987485165605,1
u_5735,0,0,0,0,0,0,0,0,0.727,0,0,0,0,0,1,0,23,23,0,0.07541266587549897,0.20163987485165605,0
u_2242,0,0,0,0,0,0,0,0,0.762,0,1,1,0,0,1,0,23,23,0,0.07411802783471788,0.20163987485165605,0
u_6566,1,0,3,0,0,1,0,3,1.0,0,1,1,1,0,6,3,23,23,0,0.07077354622936671,0.20163987485165605,1
u_5517,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,1,0,1,1,1,0.07055777322256986,0.19775596072931276,0
u_5547,0,0,0,0,0,0,0,0,0.815,0,1,0,0,0,1,0,2,2,1,0.07077354622936671,0.20347394540942929,0
u_2613,0,0,0,0,0,0,0,0,0.667,0,1,0,0,0,1,0,2,2,1,0.0733628223109289,0.20163987485165605,0
u_7822,0,0,0,0,0,0,0,0,0.7,1,0,1,1,0,1,0,7,7,0,0.0733628223109289,0.2013162153414608,1
u_6160,0,0,0,0,0,0,0,0,0.727,0,1,0,0,0,1,0,7,7,0,0.0733628223109289,0.2013162153414608,0
u_5063,0,0,0,0,0,0,0,0,0.762,0,1,0,0,0,1,0,8,8,0,0.0724997302837415,0.1958140036681411,0
u_5298,0,0,0,0,0,0,0,0,0.727,0,0,0,0,0,1,0,8,8,0,0.07411802783471788,0.19775596072931276,0
u_7823,0,1,1,1,0,0,1,1,0.8,0,1,1,0,0,3,2,8,8,0,0.0733628223109289,0.2013162153414608,1
u_6445,0,0,0,0,0,0,0,0,0.667,0,1,1,0,0,1,0,10,10,0,0.0733628223109289,0.20347394540942929,0
u_6056,0,0,0,0,0,0,0,0,0.727,0,1,0,0,0,1,0,10,10,0,0.07390225482792102,0.2013162153414608,0
u_1918,0,0,0,0,0,0,0,0,0.667,0,1,0,0,1,1,0,10,10,0,0.07077354622936671,0.20163987485165605,0
u_8002,0,0,0,0,0,0,0,0,0.815,0,0,1,0,0,1,0,11,11,0,0.0733628223109289,0.19775596072931276,1
u_6066,0,0,0,0,0,0,0,0,0.783,0,1,0,0,0,1,0,12,12,0,0.07411802783471788,0.1958140036681411,0
u_8003,1,0,1,0,0,1,0,1,1.0,0,0,1,0,1,3,3,12,12,0,0.0733628223109289,0.19775596072931276,1
u_8004,2,1,2,1,1,2,1,2,0.9,1,0,1,0,0,4,4,12,12,0,0.0733628223109289,0.20347394540942929,1
u_5345,0,0,0,0,0,0,0,0,1.0,0,1,1,0,0,1,1,13,13,0,0.06991045420217931,0.1958140036681411,0
u_153,0,0,0,0,0,0,0,0,0.583,0,1,0,0,0,1,0,14,14,0,0.07541266587549897,0.20163987485165605,0
u_4184,0,0,0,0,0,0,0,0,0.786,0,1,0,0,0,1,0,14,14,0,0.07077354622936671,0.2013162153414608,0
u_4674,0,0,0,0,0,0,0,0,0.818,0,1,0,0,0,1,0,16,16,0,0.0724997302837415,0.2013162153414608,0
u_879,0,0,0,0,0,0,0,0,1.0,0,1,0,0,0,1,1,16,16,0,0.06861581616139821,0.20347394540942929,0
u_5290,0,0,0,0,0,0,0,0,0.9,0,1,1,0,0,1,1,17,17,0,0.07541266587549897,0.1958140036681411,0
u_6487,0,0,0,0,0,0,0,0,0.667,0,1,0,0,0,1,0,18,18,0,0.0733628223109289,0.20163987485165605,0
u_869,0,0,0,0,0,0,0,0,0.783,0,0,0,0,0,1,0,21,21,0,0.07044988671917143,0.20347394540942929,0
u_1030,0,0,0,0,0,0,0,0,0.667,0,1,0,0,0,1,0,21,21,0,0.07390225482792102,0.1958140036681411,0
u_2945,0,0,0,0,0,0,0,0,0.875,0,0,0,0,0,1,1,23,23,0,0.06991045420217931,0.19775596072931276,0
u_4921,0,0,0,0,0,0,0,0,0.615,0,1,0,0,0,1,0,23,23,0,0.06667385910022657,0.19775596072931276,0
u_4571,0,0,0,0,0,0,0,0,0.667,0,0,0,0,0,1,0,23,23,0,0.06494767504585176,0.20163987485165605,0
u_5266,0,0,0,0,0,0,0,0,0.72,0,1,1,0,0,1,0,23,23,0,0.07541266587549897,0.20347394540942929,0
u_2501,0,0,0,0,0,0,0,0,0.909,0,1,0,0,0,1,1,0,0,1,0.06494767504585176,0.19775596072931276,0
u_4497,0,0,0,0,0,0,0,0,0.75,0,1,0,0,0,1,0,0,0,1,0.0733628223109289,0.2013162153414608,0
u_4489,0,0,0,0,0,0,0,0,0.783,0,0,0,0,0,1,0,0,0,1,0.0733628223109289,0.20163987485165605,0
u_8733,0,0,0,0,0,0,0,0,0.762,1,0,0,0,0,1,0,1,1,1,0.06667385910022657,0.20347394540942929,1
u_8735,1,0,1,0,0,1,0,1,0.8,0,0,1,1,0,3,2,1,1,1,0.06667385910022657,0.20163987485165605,1
u_8734,2,1,2,1,0,2,1,2,0.957,0,0,1,0,0,4,4,2,2,1,0.06667385910022657,0.20347394540942929,1
u_3310,0,0,0,0,0,0,0,0,0.636,0,1,0,0,0,1,0,3,3,1,0.06991045420217931,0.20163987485165605,0
u_4612,0,0,0,0,0,0,0,0,0.696,0,1,0,0,0,1,0,3,3,1,0.06861581616139821,0.19775596072931276,0
u_1848,0,0,0,0,0,0,0,0,0.727,0,0,0,0,0,1,0,3,3,1,0.07044988671917143,0.2013162153414608,0
u_4543,0,0,0,0,0,0,0,0,0.75,0,1,0,0,0,1,0,4,4,1,0.07541266587549897,0.2013162153414608,0
u_4180,0,0,0,0,0,0,0,0,0.667,0,0,0,0,0,1,0,4,4,1,0.07541266587549897,0.20347394540942929,0
u_5555,0,0,0,0,0,0,0,0,0.818,0,1,1,0,0,1,0,4,4,1,0.07541266587549897,0.1958140036681411,0
u_192,0,0,0,0,0,0,0,0,1.0,0,1,0,0,0,1,1,4,4,1,0.0733628223109289,0.20347394540942929,0
u_5659,0,0,0,0,0,0,0,0,0.632,0,1,1,0,0,1,0,5,5,1,0.07077354622936671,0.20163987485165605,0
u_7586,0,0,0,0,0,0,0,0,0.7,1,0,0,0,1,1,0,5,5,1,0.07390225482792102,0.1958140036681411,1
u_2319,0,0,0,0,0,0,0,0,0.833,0,1,0,0,0,1,0,6,6,0,0.07055777322256986,0.1958140036681411,0
u_7587,1,0,1,0,0,1,0,1,0.947,1,0,1,0,0,3,3,6,6,0,0.07390225482792102,0.2013162153414608,1
u_6517,0,0,0,0,0,0,0,0,0.8,1,0,1,0,0,1,0,6,6,0,0.07077354622936671,0.1958140036681411,1
u_7588,2,0,2,1,0,2,1,2,1.0,0,0,0,0,1,4,4,7,7,0,0.07390225482792102,0.2013162153414608,1
u_6519,1,0,1,0,0,1,0,1,1.0,0,0,1,1,0,3,3,7,7,0,0.07077354622936671,0.1958140036681411,1
u_870,0,0,0,0,0,0,0,0,0.824,0,0,1,0,0,1,0,7,7,0,0.07055777322256986,0.19775596072931276,0
u_6520,0,0,2,1,0,0,1,2,0.8,0,0,1,1,0,4,2,7,7,0,0.07077354622936671,0.20347394540942929,1
u_6518,0,0,3,2,1,0,2,3,0.909,0,0,1,1,0,5,3,7,7,0,0.07077354622936671,0.1958140036681411,1
u_913,0,0,0,0,0,0,0,0,0.706,0,1,0,0,0,1,0,8,8,0,0.07541266587549897,0.20163987485165605,0
u_7591,0,0,3,0,0,0,0,3,1.0,0,1,1,0,0,4,2,8,8,0,0.07390225482792102,0.2013162153414608,1
u_6521,2,1,4,0,0,2,0,4,1.0,1,0,1,1,0,6,3,8,8,0,0.07077354622936671,0.1958140036681411,1
u_548,0,0,0,0,0,0,0,0,0.727,0,0,0,0,0,1,0,8,8,0,0.06667385910022657,0.2013162153414608,0
u_7590,0,0,4,0,0,0,0,4,0.75,0,1,0,0,1,6,1,8,8,0,0.07390225482792102,0.2013162153414608,1
u_223,0,0,0,0,0,0,0,0,0.783,0,1,0,0,0,1,0,8,8,0,0.07541266587549897,0.19775596072931276,0
u_7589,3,1,5,2,0,3,2,5,1.0,0,0,0,0,0,8,4,9,9,0,0.07411802783471788,0.1958140036681411,1
u_5915,0,0,0,0,0,0,0,0,0.72,0,1,1,0,0,1,0,9,9,0,0.07390225482792102,0.20163987485165605,0
u_4112,0,0,0,0,0,0,0,0,0.692,0,0,1,0,0,1,0,9,9,0,0.06861581616139821,0.2013162153414608,0
u_3953,0,0,0,0,0,0,0,0,0.706,0,1,0,0,0,1,0,9,9,0,0.0733628223109289,0.20163987485165605,0
u_1036,0,0,0,0,0,0,0,0,0.875,0,1,0,0,0,1,1,10,10,0,0.06861581616139821,0.20347394540942929,0
u_1703,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,1,1,10,10,0,0.07077354622936671,0.1958140036681411,0
u_103,0,0,0,0,0,0,0,0,0.588,0,1,0,0,0,1,0,12,12,0,0.07390225482792102,0.20163987485165605,0
u_1935,0,0,0,0,0,0,0,0,0.737,0,1,1,0,0,1,0,14,14,0,0.0733628223109289,0.20163987485165605,0
u_4831,0,0,0,0,0,0,0,0,0.8,0,1,0,0,0,1,0,14,14,0,0.07055777322256986,0.19775596072931276,0
u_1610,0,0,0,0,0,0,0,0,0.783,0,1,0,0,0,1,0,14,14,0,0.0733628223109289,0.2013162153414608,0
u_5928,0,0,0,0,0,0,0,0,0.727,0,1,0,0,0,1,0,14,14,0,0.06494767504585176,0.2013162153414608,0
u_8061,0,0,0,0,0,0,0,0,0.7,1,0,0,0,0,1,0,15,15,0,0.07055777322256986,0.1958140036681411,1
u_8062,1,0,1,0,0,1,0,1,0.842,0,0,1,0,1,3,2,16,16,0,0.07055777322256986,0.20347394540942929,1
u_1716,0,0,0,0,0,0,0,0,0.762,0,1,0,0,0,1,0,16,16,0,0.07055777322256986,0.19775596072931276,0
u_5131,0,0,0,0,0,0,0,0,0.75,0,1,0,0,0,1,0,16,16,0,0.06861581616139821,0.20347394540942929,0
u_584,0,0,0,0,0,0,0,0,0.8,0,1,0,0,0,1,0,16,16,0,0.07541266587549897,0.2013162153414608,0
u_7714,0,0,0,0,0,0,0,0,0.846,1,0,1,0,0,1,0,17,17,0,0.07077354622936671,0.2013162153414608,1
u_8063,2,0,2,0,0,2,0,2,1.0,0,0,1,0,0,4,3,17,17,0,0.07055777322256986,0.1958140036681411,1
u_3922,0,0,0,0,0,0,0,0,0.833,0,1,0,0,0,1,0,17,17,0,0.0733628223109289,0.20347394540942929,0
u_7717,0,0,1,1,1,0,1,1,1.0,0,1,0,0,0,3,3,17,17,0,0.07077354622936671,0.2013162153414608,1
u_4324,0,0,0,0,0,0,0,0,0.75,0,0,1,0,0,1,0,17,17,0,0.0724997302837415,0.2013162153414608,0
u_7715,1,0,2,2,0,1,2,2,0.957,1,0,0,0,0,4,4,18,18,0,0.07077354622936671,0.2013162153414608,1
u_7716,2,0,3,0,0,2,0,3,1.0,1,0,0,0,0,4,3,18,18,0,0.07077354622936671,0.2013162153414608,1
u_705,0,0,0,0,0,0,0,0,0.727,0,0,0,0,0,1,0,18,18,0,0.06991045420217931,0.20347394540942929,0
u_3636,0,0,0,0,0,0,0,0,0.7,0,1,0,0,0,1,0,19,19,0,0.06861581616139821,0.20163987485165605,0
u_1895,0,0,0,0,0,0,0,0,0.667,0,1,0,0,1,1,0,20,20,0,0.06991045420217931,0.20347394540942929,0
u_1943,0,0,0,0,0,0,0,0,0.7,0,1,0,0,1,1,0,20,20,0,0.0733628223109289,0.19775596072931276,0
u_200,0,0,0,0,0,0,0,0,0.727,0,1,0,0,0,1,0,21,21,0,0.07411802783471788,0.20163987485165605,0
u_807,0,0,0,0,0,0,0,0,0.727,0,1,0,0,0,1,0,22,22,0,0.07411802783471788,0.19775596072931276,0
u_3925,0,0,0,0,0,0,0,0,0.759,0,0,0,0,0,1,0,22,22,0,0.06991045420217931,0.20347394540942929,0
u_5362,0,0,0,0,0,0,0,0,0.75,0,1,1,0,0,1,0,22,22,0,0.07055777322256986,0.1958140036681411,0
u_3493,0,0,0,0,0,0,0,0,0.818,0,0,1,0,1,1,0,23,23,0,0.06494767504585176,0.19775596072931276,0
u_614,0,0,0,0,0,0,0,0,0.909,0,1,1,0,0,1,1,23,23,0,0.0724997302837415,0.19775596072931276,0
u_8487,0,0,0,0,0,0,0,0,0.667,0,1,1,1,1,1,0,0,0,1,0.07411802783471788,0.1958140036681411,1
u_8489,1,0,1,0,0,1,0,1,0.957,0,1,1,1,0,3,3,0,0,1,0.07411802783471788,0.20163987485165605,1
u_8488,2,1,2,1,1,2,1,2,1.0,1,0,0,0,1,4,4,0,0,1,0.07411802783471788,0.20163987485165605,1
u_2821,0,0,0,0,0,0,0,0,0.769,0,1,1,0,0,1,0,0,0,1,0.07541266587549897,0.2013162153414608,0
u_7307,0,0,0,0,0,0,0,0,0.783,0,0,1,1,0,1,0,1,1,1,0.0733628223109289,0.2013162153414608,1
u_1898,0,0,0,0,0,0,0,0,0.692,0,0,0,0,0,1,0,2,2,1,0.07390225482792102,0.20163987485165605,0
u_7309,1,0,1,0,0,1,0,1,1.0,1,0,1,0,0,3,3,2,2,1,0.0733628223109289,0.2013162153414608,1
u_4709,0,0,0,0,0,0,0,0,0.75,0,1,1,0,0,1,0,2,2,1,0.07077354622936671,0.2013162153414608,0
u_5503,0,0,0,0,0,0,0,0,0.783,0,1,0,0,0,1,0,2,2,1,0.0724997302837415,0.2013162153414608,0
u_4206,0,0,0,0,0,0,0,0,0.696,0,0,0,0,0,1,0,2,2,1,0.0724997302837415,0.2013162153414608,0
u_7308,0,1,2,1,1,0,1,2,1.0,1,0,0,0,0,4,3,2,2,1,0.06494767504585176,0.2013162153414608,1
u_3225,0,0,0,0,0,0,0,0,0.762,0,1,0,0,1,1,0,3,3,1,0.06494767504585176,0.2013162153414608,0
u_7310,0,0,3,2,0,0,2,3,1.0,0,1,1,1,0,5,3,3,3,1,0.06991045420217931,0.2013162153414608,1
u_478,0,0,0,0,0,0,0,0,0.632,0,1,1,0,0,1,0,3,3,1,0.0724997302837415,0.19775596072931276,0
u_1390,0,0,0,0,0,0,0,0,1.0,0,1,0,0,0,1,1,4,4,1,0.07044988671917143,0.1958140036681411,0
