user_id,payment_reuse_count,ip_reuse_count,ip_subnet_reuse_count,device_reuse_count,device_signups_last_hour,payment_signups_last_24h,device_signups_last_24h,subnet_signups_last_24h,name_similarity_score,is_disposable_email_domain,is_free_email_domain,email_local_has_digits,email_local_has_plus_tag,payment_ip_country_mismatch,payment_ip_country_mismatch.1,graph_component_size,attrs_reused_count,signup_hour,signup_hour.1,is_odd_hour,area_freq,device_os_freq,is_repeat_user,risk_score,verdict
u_4060,0,0,0,0,0,0,0,0,0.64,0,1,0,0,0,0,1,0,22,22,0,0.0723385877780177,0.1976894839127618,0,5.258291029210587,NEW / GENUINE
u_2331,0,0,0,0,0,0,0,0,0.667,0,1,1,0,0,0,1,0,22,22,0,0.0712589073634204,0.1976894839127618,0,5.765125815274452,SUSPICIOUS
u_3529,0,0,0,0,0,0,0,0,1.0,0,1,1,0,0,0,1,1,22,22,0,0.0736342042755344,0.2020082055711509,0,4.7474519342621155,NEW / GENUINE
u_825,0,0,0,0,0,0,0,0,0.5,0,0,1,0,0,0,1,0,22,22,0,0.0750377888145109,0.1994169725761174,0,4.315983336902894,NEW / GENUINE
u_4216,0,0,0,0,0,0,0,0,0.6,0,1,0,0,0,0,1,0,23,23,0,0.0723385877780177,0.201576333405312,0,2.866730108379593,NEW / GENUINE
u_3451,0,0,0,0,0,0,0,0,0.727,0,1,0,0,0,0,1,0,0,0,1,0.0750377888145109,0.201576333405312,0,1.2000634417129263,NEW / GENUINE
u_1560,0,0,0,0,0,0,0,0,0.609,0,0,0,0,0,0,1,0,0,0,1,0.0709350032390412,0.201576333405312,0,1.507755749405234,NEW / GENUINE
u_2853,0,0,0,0,0,0,0,0,0.706,0,0,0,0,0,0,1,0,1,1,1,0.071798747570719,0.1993090045346577,0,1.9692942109436957,NEW / GENUINE
u_2041,0,0,0,0,0,0,0,0,0.667,0,1,1,0,0,0,1,0,1,1,1,0.0739581083999136,0.201576333405312,0,3.383497272242917,NEW / GENUINE
u_2076,0,0,0,0,0,0,0,0,0.667,0,1,0,0,0,0,1,0,2,2,1,0.0723385877780177,0.2020082055711509,0,1.507755749405234,NEW / GENUINE
u_2156,0,0,0,0,0,0,0,0,0.571,0,1,0,0,0,0,1,0,3,3,1,0.0712589073634204,0.1993090045346577,0,4.777521798441356,NEW / GENUINE
u_1129,0,0,0,0,0,0,0,0,0.571,0,1,0,0,0,0,1,0,4,4,1,0.0739581083999136,0.2020082055711509,0,1.507755749405234,NEW / GENUINE
u_310,0,0,0,0,0,0,0,0,0.72,0,0,0,0,0,0,1,0,4,4,1,0.0750377888145109,0.201576333405312,0,0.7876923076923077,NEW / GENUINE
u_4568,0,0,0,0,0,0,0,0,0.522,0,1,1,0,0,0,1,0,4,4,1,0.0684517382854675,0.201576333405312,0,4.315983336902894,NEW / GENUINE
u_4818,0,0,0,0,0,0,0,0,0.737,0,0,0,0,1,1,1,0,5,5,1,0.0750377888145109,0.1994169725761174,0,1.2000634417129263,NEW / GENUINE
u_5450,0,0,0,0,0,0,0,0,0.667,0,1,1,0,0,0,1,0,5,5,1,0.0736342042755344,0.1994169725761174,0,4.777521798441356,NEW / GENUINE
u_5555,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,1,0,6,6,0,0.0709350032390412,0.1993090045346577,0,2.975470516390074,NEW / GENUINE
u_5018,0,0,0,0,0,0,0,0,0.692,0,0,0,0,0,0,1,0,7,7,0,0.0750377888145109,0.1993090045346577,0,2.975470516390074,NEW / GENUINE
u_3227,0,0,0,0,0,0,0,0,0.48,0,1,0,0,0,0,1,0,9,9,0,0.071798747570719,0.1993090045346577,0,4.958623447507227,NEW / GENUINE
u_4172,0,0,0,0,0,0,0,0,0.714,0,1,1,0,0,0,1,0,11,11,0,0.0684517382854675,0.1976894839127618,0,6.008291029210587,SUSPICIOUS
u_3758,0,0,0,0,0,0,0,0,0.625,0,1,1,0,0,0,1,0,11,11,0,0.0739581083999136,0.1976894839127618,0,5.436862457782015,NEW / GENUINE
u_4745,0,0,0,0,0,0,0,0,0.632,0,0,0,0,0,0,1,0,11,11,0,0.0643489527099978,0.201576333405312,0,2.7309668813278476,NEW / GENUINE
u_908,0,0,0,0,0,0,0,0,0.571,0,0,0,0,0,0,1,0,12,12,0,0.0723385877780177,0.1976894839127618,0,5.122906413825971,NEW / GENUINE
u_6483,0,0,0,0,0,0,0,0,0.824,0,0,1,0,0,0,1,0,12,12,0,0.0755776290218095,0.1993090045346577,0,3.2831628240823822,NEW / GENUINE
u_1220,0,0,0,0,0,0,0,0,0.667,0,0,0,0,0,0,1,0,14,14,0,0.0681278341610883,0.1994169725761174,0,3.328268569918054,NEW / GENUINE
u_6056,0,0,0,0,0,0,0,0,0.636,0,1,0,0,0,0,1,0,14,14,0,0.0723385877780177,0.2020082055711509,0,1.507755749405234,NEW / GENUINE
u_5873,0,0,0,0,0,0,0,0,0.75,0,0,1,0,1,1,1,0,15,15,0,0.0712589073634204,0.201576333405312,0,2.5139320548516126,NEW / GENUINE
u_2338,0,0,0,0,0,0,0,0,0.778,0,1,1,0,0,0,1,0,16,16,0,0.0709350032390412,0.1976894839127618,0,5.436862457782015,NEW / GENUINE
u_6428,0,0,0,0,0,0,0,0,0.741,0,1,1,0,0,0,1,0,16,16,0,0.0684517382854675,0.2020082055711509,0,4.315983336902894,NEW / GENUINE
u_1132,0,0,0,0,0,0,0,0,0.667,0,1,0,0,0,0,1,0,16,16,0,0.0730943640682358,0.201576333405312,0,1.507755749405234,NEW / GENUINE
u_8674,0,0,0,0,0,0,0,0,0.588,0,1,1,1,0,0,1,0,16,16,0,0.0739581083999136,0.1993090045346577,1,100.0,REPEAT / LIKELY ABUSE
u_6634,0,0,0,0,0,0,0,0,0.615,0,1,0,0,0,0,1,0,17,17,0,0.0709350032390412,0.1976894839127618,1,5.436862457782015,NEW / GENUINE
u_2239,0,0,0,0,0,0,0,0,0.7,0,1,0,0,0,0,1,0,17,17,0,0.0723385877780177,0.1993090045346577,0,4.642137183056741,NEW / GENUINE
u_8675,1,0,1,1,0,1,1,1,0.947,1,0,0,0,0,0,3,4,17,17,0,0.0739581083999136,0.201576333405312,1,100.0,REPEAT / LIKELY ABUSE
u_1300,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,1,0,18,18,0,0.0739581083999136,0.201576333405312,0,1.2000634417129263,NEW / GENUINE
u_6637,1,0,1,0,0,1,0,1,0.72,0,1,1,1,0,0,3,2,18,18,0,0.0709350032390412,0.1976894839127618,1,100.0,REPEAT / LIKELY ABUSE
u_6635,2,0,2,1,1,2,1,2,1.0,0,1,1,0,0,0,4,4,18,18,0,0.0709350032390412,0.1976894839127618,1,100.0,REPEAT / LIKELY ABUSE
u_5160,0,0,0,0,0,0,0,0,0.667,0,1,0,0,0,0,1,0,19,19,0,0.0730943640682358,0.1993090045346577,0,4.777521798441356,NEW / GENUINE
u_295,0,0,0,0,0,0,0,0,0.727,0,1,0,0,0,0,1,0,19,19,0,0.0681278341610883,0.2020082055711509,0,2.0696286591042306,NEW / GENUINE
u_6636,3,0,3,0,0,3,0,3,1.0,0,1,0,0,0,0,4,3,20,20,0,0.0709350032390412,0.1976894839127618,1,100.0,REPEAT / LIKELY ABUSE
u_4515,0,0,0,0,0,0,0,0,0.762,0,0,0,0,0,0,1,0,20,20,0,0.0712589073634204,0.1976894839127618,0,4.642137183056741,NEW / GENUINE
u_1772,0,0,0,0,0,0,0,0,0.7,0,1,0,0,0,0,1,0,20,20,0,0.0684517382854675,0.1993090045346577,0,4.777521798441356,NEW / GENUINE
u_4237,0,0,0,0,0,0,0,0,0.727,0,1,0,0,0,0,1,0,20,20,0,0.0755776290218095,0.2020082055711509,0,1.507755749405234,NEW / GENUINE
u_3651,0,0,0,0,0,0,0,0,0.667,0,1,0,0,1,1,1,0,21,21,0,0.0674800259123299,0.1993090045346577,0,4.315983336902894,NEW / GENUINE
u_6452,0,0,0,0,0,0,0,0,0.75,0,1,1,0,0,0,1,0,21,21,0,0.0684517382854675,0.201576333405312,0,4.315983336902894,NEW / GENUINE
u_3475,0,0,0,0,0,0,0,0,0.727,0,0,1,0,0,0,1,0,21,21,0,0.0681278341610883,0.1993090045346577,0,4.777521798441356,NEW / GENUINE
u_4429,0,0,0,0,0,0,0,0,0.696,0,0,0,0,0,0,1,0,22,22,0,0.0730943640682358,0.2020082055711509,0,1.507755749405234,NEW / GENUINE
u_1113,0,0,0,0,0,0,0,0,0.588,0,1,1,0,0,0,1,0,22,22,0,0.0643489527099978,0.1994169725761174,0,7.173333222966575,SUSPICIOUS
u_6195,0,0,0,0,0,0,0,0,0.727,0,1,1,0,0,0,1,0,23,23,0,0.0739581083999136,0.1994169725761174,0,4.777521798441356,NEW / GENUINE
u_4203,0,0,0,0,0,0,0,0,0.727,0,0,1,0,0,0,1,0,0,0,1,0.0750377888145109,0.1976894839127618,0,4.761852245057263,NEW / GENUINE
u_4949,0,0,0,0,0,0,0,0,0.667,0,1,1,0,0,0,1,0,1,1,1,0.0712589073634204,0.201576333405312,0,4.315983336902894,NEW / GENUINE
u_3637,0,0,0,0,0,0,0,0,0.645,0,0,1,0,0,0,1,0,1,1,1,0.0709350032390412,0.1993090045346577,0,4.777521798441356,NEW / GENUINE
u_1309,0,0,0,0,0,0,0,0,0.762,0,0,0,0,0,0,1,0,2,2,1,0.0736342042755344,0.201576333405312,0,0.3076923076923077,NEW / GENUINE
u_5511,0,0,0,0,0,0,0,0,0.741,0,1,0,0,0,0,1,0,2,2,1,0.0712589073634204,0.1994169725761174,0,3.2831628240823822,NEW / GENUINE
u_4769,0,0,0,0,0,0,0,0,0.762,0,1,1,0,0,0,1,0,2,2,1,0.0730943640682358,0.201576333405312,0,2.82162436254392,NEW / GENUINE
u_815,0,0,0,0,0,0,0,0,0.636,0,0,0,0,0,0,1,0,3,3,1,0.0755776290218095,0.1976894839127618,0,4.642137183056741,NEW / GENUINE
u_2969,0,0,0,0,0,0,0,0,0.818,0,0,0,0,0,0,1,0,3,3,1,0.0643489527099978,0.1976894839127618,0,3.944422416071901,NEW / GENUINE
u_2193,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,1,0,4,4,1,0.0750377888145109,0.2020082055711509,0,1.2000634417129263,NEW / GENUINE
u_5356,0,0,0,0,0,0,0,0,0.75,0,1,0,0,0,0,1,0,4,4,1,0.0730943640682358,0.1994169725761174,0,3.2831628240823822,NEW / GENUINE
u_4484,0,0,0,0,0,0,0,0,0.667,0,0,0,0,0,0,1,0,4,4,1,0.0712589073634204,0.1976894839127618,0,4.6912932853930815,NEW / GENUINE
u_5832,0,0,0,0,0,0,0,0,0.727,0,1,0,0,0,0,1,0,5,5,1,0.0643489527099978,0.1994169725761174,0,3.4636531853026695,NEW / GENUINE
u_5189,0,0,0,0,0,0,0,0,1.0,0,1,1,0,0,0,1,1,6,6,0,0.0684517382854675,0.2020082055711509,0,3.7672673808396775,NEW / GENUINE
u_1581,0,0,0,0,0,0,0,0,0.615,0,1,0,0,0,0,1,0,7,7,0,0.0709350032390412,0.2020082055711509,0,2.82162436254392,NEW / GENUINE
u_7363,0,0,0,0,0,0,0,0,0.667,1,0,1,1,0,0,1,0,7,7,0,0.0750377888145109,0.1993090045346577,1,100.0,REPEAT / LIKELY ABUSE
u_5348,0,0,0,0,0,0,0,0,0.727,0,1,1,0,0,0,1,0,7,7,0,0.0739581083999136,0.1976894839127618,0,6.008291029210587,SUSPICIOUS
u_4603,0,0,0,0,0,0,0,0,0.857,0,0,0,0,0,0,1,1,8,8,0,0.0709350032390412,0.1994169725761174,0,4.504376393122038,NEW / GENUINE
u_7364,0,1,1,1,0,0,1,1,0.8,0,1,1,0,0,0,3,2,8,8,0,0.0709350032390412,0.1993090045346577,1,100.0,REPEAT / LIKELY ABUSE
u_535,0,0,0,0,0,0,0,0,0.72,0,1,0,0,0,0,1,0,9,9,0,0.0750377888145109,0.201576333405312,0,2.5139320548516126,NEW / GENUINE
u_3482,0,0,0,0,0,0,0,0,0.727,0,1,0,0,0,0,1,0,10,10,0,0.0674800259123299,0.2020082055711509,0,1.9692942109436957,NEW / GENUINE
u_2838,0,0,0,0,0,0,0,0,0.7,0,0,1,0,0,0,1,0,10,10,0,0.0739581083999136,0.1993090045346577,0,3.845035733781378,NEW / GENUINE
u_7543,0,0,0,0,0,0,0,0,0.667,0,0,1,0,0,0,1,0,11,11,0,0.0750377888145109,0.201576333405312,1,2.82162436254392,NEW / GENUINE
u_7544,1,0,1,0,0,1,0,1,1.0,0,0,1,0,0,0,3,3,12,12,0,0.0750377888145109,0.201576333405312,1,99.79579993500444,REPEAT / LIKELY ABUSE
u_7545,2,1,2,1,1,2,1,2,0.818,1,0,1,0,0,0,4,3,12,12,0,0.0709350032390412,0.1976894839127618,1,100.0,REPEAT / LIKELY ABUSE
u_6363,0,0,0,0,0,0,0,0,0.947,0,1,0,0,0,0,1,1,12,12,0,0.0684517382854675,0.2020082055711509,0,3.2831628240823822,NEW / GENUINE
u_5024,0,0,0,0,0,0,0,0,0.8,0,1,1,0,0,0,1,0,13,13,0,0.0739581083999136,0.1994169725761174,0,3.980420349165993,NEW / GENUINE
u_3467,0,0,0,0,0,0,0,0,0.759,0,0,0,0,0,0,1,0,13,13,0,0.0739581083999136,0.1976894839127618,0,3.7639320548516126,NEW / GENUINE
u_37,0,0,0,0,0,0,0,0,0.818,0,0,0,0,0,0,1,0,14,14,0,0.0723385877780177,0.201576333405312,0,0.4389701476525112,NEW / GENUINE
u_6121,0,0,0,0,0,0,0,0,0.696,0,1,0,0,0,0,1,0,15,15,0,0.0643489527099978,0.2020082055711509,0,3.328268569918054,NEW / GENUINE
u_2012,0,0,0,0,0,0,0,0,0.857,0,1,0,0,0,0,1,1,15,15,0,0.0750377888145109,0.1976894839127618,0,6.008291029210587,SUSPICIOUS
u_836,0,0,0,0,0,0,0,0,0.72,0,1,0,0,0,0,1,0,15,15,0,0.0684517382854675,0.201576333405312,0,1.507755749405234,NEW / GENUINE
u_2580,0,0,0,0,0,0,0,0,0.696,0,0,1,0,0,0,1,0,16,16,0,0.0739581083999136,0.1976894839127618,0,5.258291029210587,NEW / GENUINE
u_3592,0,0,0,0,0,0,0,0,0.727,0,1,0,0,0,0,1,0,16,16,0,0.0750377888145109,0.1976894839127618,0,5.258291029210587,NEW / GENUINE
u_5369,0,0,0,0,0,0,0,0,0.8,0,0,1,0,0,0,1,0,17,17,0,0.0739581083999136,0.1993090045346577,0,3.845035733781378,NEW / GENUINE
u_6066,0,0,0,0,0,0,0,0,0.7,0,1,1,0,0,0,1,0,18,18,0,0.0712589073634204,0.1994169725761174,0,4.777521798441356,NEW / GENUINE
u_3432,0,0,0,0,0,0,0,0,0.72,0,1,0,0,0,0,1,0,19,19,0,0.0643489527099978,0.1994169725761174,0,5.225668525711549,NEW / GENUINE
u_4348,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,1,0,20,20,0,0.0755776290218095,0.1993090045346577,0,1.507755749405234,NEW / GENUINE
u_3407,0,0,0,0,0,0,0,0,0.762,0,0,0,0,0,0,1,0,22,22,0,0.0674800259123299,0.1994169725761174,0,3.328268569918054,NEW / GENUINE
u_3698,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,1,0,23,23,0,0.0674800259123299,0.1994169725761174,0,3.328268569918054,NEW / GENUINE
u_1992,0,0,0,0,0,0,0,0,0.636,0,1,1,0,0,0,1,0,0,0,1,0.0709350032390412,0.201576333405312,0,4.315983336902894,NEW / GENUINE
u_5098,0,0,0,0,0,0,0,0,0.667,0,0,0,0,0,0,1,0,1,1,1,0.0730943640682358,0.2020082055711509,0,1.2000634417129263,NEW / GENUINE
u_8274,0,0,0,0,0,0,0,0,0.737,1,0,0,0,0,0,1,0,1,1,1,0.0723385877780177,0.1976894839127618,1,100.0,REPEAT / LIKELY ABUSE
u_8276,1,0,1,0,0,1,0,1,0.8,0,0,1,1,0,0,3,2,1,1,1,0.0723385877780177,0.2020082055711509,1,100.0,REPEAT / LIKELY ABUSE
u_8275,2,1,2,1,0,2,1,2,0.957,0,0,1,0,0,0,4,4,2,2,1,0.0723385877780177,0.1976894839127618,1,100.0,REPEAT / LIKELY ABUSE
u_4068,0,0,0,0,0,0,0,0,0.696,0,1,1,0,0,0,1,0,2,2,1,0.071798747570719,0.1976894839127618,0,5.436862457782015,NEW / GENUINE
u_424,0,0,0,0,0,0,0,0,0.769,0,1,0,0,0,0,1,0,4,4,1,0.0712589073634204,0.1993090045346577,0,3.2831628240823822,NEW / GENUINE
u_9016,0,0,0,0,0,0,0,0,1.0,1,0,0,0,0,0,1,1,5,5,1,0.0723385877780177,0.201576333405312,1,97.91975505577655,REPEAT / LIKELY ABUSE
u_7127,0,0,0,0,0,0,0,0,0.8,1,0,0,0,0,0,1,0,5,5,1,0.0674800259123299,0.1994169725761174,1,99.74583001418307,REPEAT / LIKELY ABUSE
u_9017,1,0,1,0,0,1,0,1,1.0,0,0,1,1,0,0,3,3,5,5,1,0.0723385877780177,0.201576333405312,1,100.0,REPEAT / LIKELY ABUSE
u_2818,0,0,0,0,0,0,0,0,0.8,0,1,0,0,0,0,1,0,5,5,1,0.0712589073634204,0.2020082055711509,0,1.2000634417129263,NEW / GENUINE
u_6137,0,0,0,0,0,0,0,0,0.783,0,1,0,0,0,0,1,0,6,6,0,0.0750377888145109,0.201576333405312,0,2.8336666039160696,NEW / GENUINE
u_7128,1,0,1,0,0,1,0,1,0.947,1,0,1,0,0,0,3,3,6,6,0,0.0674800259123299,0.1993090045346577,1,100.0,REPEAT / LIKELY ABUSE
u_9018,2,1,2,1,0,2,1,2,0.8,1,0,1,1,0,0,4,3,6,6,0,0.0723385877780177,0.201576333405312,1,100.0,REPEAT / LIKELY ABUSE
u_7129,2,0,2,1,0,2,1,2,1.0,0,0,0,0,0,0,4,4,7,7,0,0.0674800259123299,0.1993090045346577,1,100.0,REPEAT / LIKELY ABUSE
u_468,0,0,0,0,0,0,0,0,0.692,0,1,0,0,0,0,1,0,7,7,0,0.0674800259123299,0.1976894839127618,0,6.008291029210587,SUSPICIOUS
u_4753,0,0,0,0,0,0,0,0,0.727,0,0,1,0,0,0,1,0,8,8,0,0.0643489527099978,0.1994169725761174,0,5.436862457782015,NEW / GENUINE
u_7132,0,0,3,0,0,0,0,3,1.0,0,1,1,0,0,0,4,2,8,8,0,0.0674800259123299,0.1993090045346577,1,100.0,REPEAT / LIKELY ABUSE
u_7131,0,0,4,0,0,0,0,4,0.75,0,1,0,0,0,0,6,1,8,8,0,0.0674800259123299,0.1993090045346577,1,100.0,REPEAT / LIKELY ABUSE
u_7130,3,1,5,2,0,3,2,5,1.0,0,0,0,0,1,1,8,4,9,9,0,0.0712589073634204,0.1994169725761174,1,100.0,REPEAT / LIKELY ABUSE
u_1898,0,0,0,0,0,0,0,0,0.759,0,1,1,0,0,0,1,0,9,9,0,0.0674800259123299,0.1993090045346577,0,5.436862457782015,NEW / GENUINE
u_3528,0,0,0,0,0,0,0,0,0.842,0,0,0,0,0,0,1,0,9,9,0,0.0712589073634204,0.2020082055711509,0,0.3076923076923077,NEW / GENUINE
u_3901,0,0,0,0,0,0,0,0,0.857,0,1,0,0,0,0,1,1,11,11,0,0.0739581083999136,0.1976894839127618,0,6.008291029210587,SUSPICIOUS
u_373,0,0,0,0,0,0,0,0,0.632,0,1,0,0,0,0,1,0,11,11,0,0.0730943640682358,0.1994169725761174,0,4.642137183056741,NEW / GENUINE
